code,term
1010405004,Paroxysmal atrial fibrillation with rapid ventricular response
102590007,Intermittent palpitations
1032701000000106,Chronic atrial fibrillation
1032711000000108,Chronic atrial fibrillation 
1032721000000102,Typical atrial flutter
1032731000000100,Typical atrial flutter 
1032741000000109,Atypical atrial flutter
1032751000000107,Atypical atrial flutter 
1066831000000104,Atrial fibrillation detected
111288001,Ventricular flutter
120041000119109,Atrial fibrillation with rapid ventricular response
139222008,(Palpitations) or (awareness of heartbeat) or (fluttering of heart)
139224009,Palpitations
139226006,Fluttering heart
139227002,Palpitations NOS
142049000,ECG: atrial fibrillation
142050000,ECG: atrial flutter
142056006,ECG: ventricular fibrillation
155364009,(Atrial fibrillation) or (atrial flutter)
155371004,Ventricular fibrillation
158334000,[D]Palpitations
158335004,[D]Awareness of heart beat
158336003,[D]Palpitations NOS
15964901000119107,Atypical atrial flutter
161965005,(Palpitations) or (awareness of heartbeat) or (fluttering of heart)
161967002,Palpitations
161968007,Bumping heart
161969004,Fluttering heart
161970003,Palpitations NOS
164889003,Electrocardiographic atrial fibrillation
164890007,Electrocardiographic atrial flutter
164896001,Electrocardiographic ventricular fibrillation
195080001,Atrial fibrillation and flutter
195081002,Paroxysmal atrial fibrillation
195082009,Atrial fibrillation and flutter NOS
195083004,Ventricular fibrillation and flutter
195084005,Ventricular fibrillation and flutter NOS
207004005,[D]Palpitations
207005006,[D]Awareness of heart beat
207006007,[D]Palpitations NOS
23265007,Ventricular flutter-fibrillation
233910005,Lone atrial fibrillation
233911009,Non-rheumatic atrial fibrillation
233915000,Paroxysmal familial ventricular fibrillation
240221000000102,Irregular palpitations
240231000000100,Regular palpitations
248411000000105,Atrial fibrillation annual review
248648003,Palpitations - rapid
248650006,Heart irregular
248651005,Heart irregularly irregular
248652003,Heart regularly irregular
248653008,Dropped beats - heart
248657009,Pounding heart
250591000000100,Atrial fibrillation annual review 
253221000000105,Atrial fibrillation annual review 
266306001,(Atrial fibrillation) or (atrial flutter)
271820000,Awareness of heart beat
277766008,Awareness of heart beat
282825002,Paroxysmal atrial fibrillation
28352003,Irregular heart rate
300996004,Controlled atrial fibrillation
314208002,Rapid atrial fibrillation
341561000000106,Persistent atrial fibrillation
341571000000104,Permanent atrial fibrillation
361137007,Irregular heart beat
361138002,Irregular heart rate
366182005,Finding related to awareness of heart beat
368881000000100,Permanent atrial fibrillation 
368891000000103,Persistent atrial fibrillation 
40593004,Fibrillation
409541000000106,[D]Palpitations NOS
41241000000105,Non-rheumatic atrial fibrillation
425615007,Chronic atrial flutter
426749004,Chronic atrial fibrillation
426814001,Transient cerebral ischemia due to atrial fibrillation
427665004,Paroxysmal atrial flutter
428919002,Palpitations with regular rhythm
429243003,Sustained ventricular fibrillation
432351000000103,[D]Palpitations NOS
440028005,Permanent atrial fibrillation
440059007,Persistent atrial fibrillation
44021000000105,Non-rheumatic atrial fibrillation
49436004,Atrial fibrillation
497591000000107,[D]Palpitations
497601000000101,[D]Awareness of heart beat
5370000,Atrial flutter
591401000000103,Palpitations NOS
608471000000109,Atrial fibrillation and flutter NOS
608481000000106,Ventricular fibrillation and flutter NOS
706923002,Longstanding persistent atrial fibrillation
709065005,Postoperative fluttering heart
715395008,Familial atrial fibrillation
71908006,Ventricular fibrillation
720448006,Typical atrial flutter
723866006,Idiopathic ventricular fibrillation not Brugada type
758600000,Referral to atrial fibrillation clinic
76191008,Dropped beat
762247006,Preexcited atrial fibrillation
785111000000107,Referral to atrial fibrillation clinic
785121000000101,Referral to atrial fibrillation clinic 
78591000000108,Non-rheumatic atrial fibrillation
80313002,Palpitations
81216002,Atrial flutter-fibrillation
83371000000102,Non-rheumatic atrial fibrillation
847611000000104,Atrial fibrillation care pathway
847621000000105,Following atrial fibrillation care pathway protocol 
86890001,Dropped beats - pulse
881041000000108,Paroxysmal atrial flutter
890571000000100,Paroxysmal atrial flutter
907751000000109,Palpitations care pathway
907761000000107,Palpitations care pathway 
